Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,16.049999,16.049999,16.049999,16.049999,12.693299,0
2003-01-03,15.960000,15.960000,15.960000,15.960000,12.622121,0
2003-01-06,16.230000,16.230000,16.230000,16.230000,12.835655,0
2003-01-07,16.110001,16.110001,16.110001,16.110001,12.740754,0
2003-01-08,15.910000,15.910000,15.910000,15.910000,12.582582,0
2003-01-09,16.190001,16.190001,16.190001,16.190001,12.804024,0
2003-01-10,16.209999,16.209999,16.209999,16.209999,12.819836,0
2003-01-13,16.200001,16.200001,16.200001,16.200001,12.811932,0
2003-01-14,16.290001,16.290001,16.290001,16.290001,12.883108,0
2003-01-15,16.170000,16.170000,16.170000,16.170000,12.788201,0
2003-01-16,16.150000,16.150000,16.150000,16.150000,12.772388,0
2003-01-17,15.870000,15.870000,15.870000,15.870000,12.550946,0
2003-01-21,15.670000,15.670000,15.670000,15.670000,12.392774,0
2003-01-22,15.560000,15.560000,15.560000,15.560000,12.305783,0
2003-01-23,15.690000,15.690000,15.690000,15.690000,12.408590,0
2003-01-24,15.340000,15.340000,15.340000,15.340000,12.131790,0
2003-01-27,15.070000,15.070000,15.070000,15.070000,11.918258,0
2003-01-28,15.260000,15.260000,15.260000,15.260000,12.068517,0
2003-01-29,15.330000,15.330000,15.330000,15.330000,12.123882,0
2003-01-30,15.040000,15.040000,15.040000,15.040000,11.894532,0
2003-01-31,15.230000,15.230000,15.230000,15.230000,12.044799,0
2003-02-03,15.150000,15.150000,15.150000,15.150000,11.981525,0
2003-02-04,15.090000,15.090000,15.090000,15.090000,11.934072,0
2003-02-05,15.020000,15.020000,15.020000,15.020000,11.878716,0
2003-02-06,14.930000,14.930000,14.930000,14.930000,11.807539,0
2003-02-07,14.680000,14.680000,14.680000,14.680000,11.609822,0
2003-02-10,14.820000,14.820000,14.820000,14.820000,11.720541,0
2003-02-11,14.730000,14.730000,14.730000,14.730000,11.649362,0
2003-02-12,14.550000,14.550000,14.550000,14.550000,11.507010,0
2003-02-13,14.520000,14.520000,14.520000,14.520000,11.483287,0
2003-02-14,14.680000,14.680000,14.680000,14.680000,11.609822,0
2003-02-18,14.920000,14.920000,14.920000,14.920000,11.799629,0
2003-02-19,14.750000,14.750000,14.750000,14.750000,11.665183,0
2003-02-20,14.730000,14.730000,14.730000,14.730000,11.649362,0
2003-02-21,14.920000,14.920000,14.920000,14.920000,11.799629,0
2003-02-24,14.670000,14.670000,14.670000,14.670000,11.601912,0
2003-02-25,14.790000,14.790000,14.790000,14.790000,11.696816,0
2003-02-26,14.660000,14.660000,14.660000,14.660000,11.594005,0
2003-02-27,14.800000,14.800000,14.800000,14.800000,11.704726,0
2003-02-28,14.770000,14.770000,14.770000,14.770000,11.680997,0
2003-03-03,14.720000,14.720000,14.720000,14.720000,11.641455,0
2003-03-04,14.600000,14.600000,14.600000,14.600000,11.546553,0
2003-03-05,14.600000,14.600000,14.600000,14.600000,11.546553,0
2003-03-06,14.490000,14.490000,14.490000,14.490000,11.459559,0
2003-03-07,14.510000,14.510000,14.510000,14.510000,11.475378,0
2003-03-10,14.260000,14.260000,14.260000,14.260000,11.277661,0
2003-03-11,14.220000,14.220000,14.220000,14.220000,11.246028,0
2003-03-12,14.180000,14.180000,14.180000,14.180000,11.214394,0
2003-03-13,14.570000,14.570000,14.570000,14.570000,11.522827,0
2003-03-14,14.520000,14.520000,14.520000,14.520000,11.483287,0
2003-03-17,14.970000,14.970000,14.970000,14.970000,11.839172,0
2003-03-18,15.080000,15.080000,15.080000,15.080000,11.926166,0
