Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,83.860001,83.860001,83.860001,83.860001,58.793148,0
2003-01-03,83.820000,83.820000,83.820000,83.820000,58.765156,0
2003-01-06,85.699997,85.699997,85.699997,85.699997,60.083183,0
2003-01-07,85.139999,85.139999,85.139999,85.139999,59.690567,0
2003-01-08,83.970001,83.970001,83.970001,83.970001,58.870323,0
2003-01-09,85.599998,85.599998,85.599998,85.599998,60.013073,0
2003-01-10,85.599998,85.599998,85.599998,85.599998,60.013073,0
2003-01-13,85.480003,85.480003,85.480003,85.480003,59.928955,0
2003-01-14,85.980003,85.980003,85.980003,85.980003,60.279484,0
2003-01-15,84.750000,84.750000,84.750000,84.750000,59.417141,0
2003-01-16,84.419998,84.419998,84.419998,84.419998,59.185772,0
2003-01-17,83.239998,83.239998,83.239998,83.239998,58.358517,0
2003-01-21,81.930000,81.930000,81.930000,81.930000,57.440079,0
2003-01-22,81.080002,81.080002,81.080002,81.080002,56.844166,0
2003-01-23,81.910004,81.910004,81.910004,81.910004,57.426083,0
2003-01-24,79.510002,79.510002,79.510002,79.510002,55.743473,0
2003-01-27,78.230003,78.230003,78.230003,78.230003,54.846058,0
2003-01-28,79.250000,79.250000,79.250000,79.250000,55.561172,0
2003-01-29,79.800003,79.800003,79.800003,79.800003,55.946766,0
2003-01-30,77.989998,77.989998,77.989998,77.989998,54.677780,0
2003-01-31,79.019997,79.019997,79.019997,79.019997,55.399914,0
2003-02-03,79.440002,79.440002,79.440002,79.440002,55.694389,0
2003-02-04,78.330002,78.330002,78.330002,78.330002,54.916164,0
2003-02-05,77.919998,77.919998,77.919998,77.919998,54.628727,0
2003-02-06,77.440002,77.440002,77.440002,77.440002,54.292202,0
2003-02-07,76.650002,76.650002,76.650002,76.650002,53.738331,0
2003-02-10,77.239998,77.239998,77.239998,77.239998,54.152000,0
2003-02-11,76.610001,76.610001,76.610001,76.610001,53.710300,0
2003-02-12,75.669998,75.669998,75.669998,75.669998,53.051258,0
2003-02-13,75.559998,75.559998,75.559998,75.559998,52.974174,0
2003-02-14,77.180000,77.180000,77.180000,77.180000,54.109898,0
2003-02-18,78.690002,78.690002,78.690002,78.690002,55.168556,0
2003-02-19,78.139999,78.139999,78.139999,78.139999,54.782967,0
2003-02-20,77.410004,77.410004,77.410004,77.410004,54.271183,0
2003-02-21,78.430000,78.430000,78.430000,78.430000,54.986290,0
2003-02-24,76.989998,76.989998,76.989998,76.989998,53.976707,0
2003-02-25,77.540001,77.540001,77.540001,77.540001,54.362297,0
2003-02-26,76.550003,76.550003,76.550003,76.550003,53.668205,0
2003-02-27,77.459999,77.459999,77.459999,77.459999,54.306225,0
2003-02-28,77.820000,77.820000,77.820000,77.820000,54.558609,0
2003-03-03,77.239998,77.239998,77.239998,77.239998,54.152000,0
2003-03-04,76.050003,76.050003,76.050003,76.050003,53.317688,0
2003-03-05,76.800003,76.800003,76.800003,76.800003,53.843510,0
2003-03-06,76.089996,76.089996,76.089996,76.089996,53.345741,0
2003-03-07,76.720001,76.720001,76.720001,76.720001,53.787407,0
2003-03-10,74.739998,74.739998,74.739998,74.739998,52.399250,0
2003-03-11,74.120003,74.120003,74.120003,74.120003,51.964619,0
2003-03-12,74.470001,74.470001,74.470001,74.470001,52.209980,0
2003-03-13,77.040001,77.040001,77.040001,77.040001,54.011765,0
2003-03-14,77.160004,77.160004,77.160004,77.160004,54.095898,0
2003-03-17,79.900002,79.900002,79.900002,79.900002,56.016865,0
2003-03-18,80.239998,80.239998,80.239998,80.239998,56.255253,0
2003-03-19,80.940002,80.940002,80.940002,80.940002,56.746014,0
2003-03-20,81.099998,81.099998,81.099998,81.099998,56.858173,0
2003-03-21,82.959999,82.959999,82.959999,82.959999,58.162189,0
